Compound,Date,Negative,Neutral,Positive,Source,Tweet,Tweets Ago
0.3818,Tue Mar 20 15:15:01 +0000 2018,0.516,0.21,0.274,@CBSNews,Supreme Court is hearing arguments in a free speech fight over California's attempt to regulate anti-abortion crisi… https://t.co/qWMPW9jTqy,34
0.0,Tue Mar 20 15:14:12 +0000 2018,1.0,0.0,0.0,@CBSNews,"WATCH: Officials give updates on Texas bombing at a FedEx facility near San Antonio, and other similar incidents… https://t.co/jQF7dRpnGi",35
0.4215,Tue Mar 20 15:00:02 +0000 2018,0.872,0.0,0.128,@CBSNews,"United Airlines halts pet shipments after animal mishaps, such as an incident in which dog landed in Japan instead… https://t.co/4z66TuVJz4",36
0.0,Tue Mar 20 14:45:01 +0000 2018,1.0,0.0,0.0,@CBSNews,"Maryland high school shooting: 
School resource officer exchanged shots with the shooter, the sheriff said. The sho… https://t.co/VkNM7rpvlM",37
0.0,Tue Mar 20 14:32:01 +0000 2018,1.0,0.0,0.0,@CBSNews,"Stream all episodes of ""Mister Rogers' Neighborhood"" on Twitch on Rogers' 90th birthday https://t.co/dEtJmDUmQd https://t.co/HLi7sykNDO",38
0.0,Tue Mar 20 14:01:27 +0000 2018,1.0,0.0,0.0,@CBSNews,Philanthropist and Microsoft co-founder Paul Allen announces discovery of wreckage of a sunken military ship on whi… https://t.co/plICqV7GG2,39
-0.4019,Tue Mar 20 13:39:16 +0000 2018,0.847,0.153,0.0,@CBSNews,"At least three people have been injured in the Maryland school shooting, reports say https://t.co/n77utODxMu https://t.co/2OJlvqXkUv",40
-0.2023,Tue Mar 20 13:30:02 +0000 2018,0.909,0.091,0.0,@CBSNews,A Florida sheriff's lieutenant is charged with a DUI after she was spotted driving backward and honking her horn in… https://t.co/JcazXbEwFu,41
0.6249,Tue Mar 20 13:16:05 +0000 2018,0.806,0.0,0.194,@CBSNews,"""We are closely monitoring the situation at Great Mills High School,"" @GovLarryHogan said in a tweet, adding Maryla… https://t.co/9reSlDbSzU",42
0.0,Tue Mar 20 13:06:46 +0000 2018,1.0,0.0,0.0,@CBSNews,"""The school is on lock down the event is contained, the Sheriff's office is on the scene additional information to… https://t.co/kJ166bLYfB",43
0.0,Tue Mar 20 12:50:01 +0000 2018,1.0,0.0,0.0,@CBSNews,Some of America's biggest retailers are looking wobbly: https://t.co/rM0LhydGB2 https://t.co/ydIaPHczWD,44
0.6249,Tue Mar 20 12:49:09 +0000 2018,0.796,0.0,0.204,@CBSNews,"DEVELOPING: Shooting incident reported at Great Mills High School in Maryland; incident is contained, reports say… https://t.co/JjN59QprPT",45
0.8271,Tue Mar 20 12:48:56 +0000 2018,0.648,0.0,0.352,@CBSNews,A foundation in France hopes Americans will donate money to help save one of the country's most historic buildings.… https://t.co/zoFj4c8qrQ,46
0.4215,Tue Mar 20 12:44:08 +0000 2018,0.865,0.0,0.135,@CBSNews,.@Oprah Winfrey is sharing more about her latest book club selection. She revealed last month on @CBSThisMorning th… https://t.co/N0CjalGyK4,47
0.0,Tue Mar 20 12:38:12 +0000 2018,1.0,0.0,0.0,@CBSNews,New Orleans Mayor Mitch Landrieu is opening up about his decision to remove 4 Confederate monuments from his city.… https://t.co/lh7207R55d,48
0.0,Tue Mar 20 12:34:18 +0000 2018,1.0,0.0,0.0,@CBSNews,Here’s a look at this morning’s other headlines on @CBSThisMorning https://t.co/t0ohA94CZe,49
0.0,Tue Mar 20 12:30:01 +0000 2018,1.0,0.0,0.0,@CBSNews,President Donald Trump is considering broad tariffs on imports from China and an announcement could come as soon as… https://t.co/3q1CabTSRG,50
0.0,Tue Mar 20 12:27:37 +0000 2018,1.0,0.0,0.0,@CBSNews,New Orleans Mayor Mitch Landrieu showed @60Minutes what’s become of two Confederate statues in the city removed las… https://t.co/VV2hIwKUWU,51
0.0,Tue Mar 20 12:25:43 +0000 2018,1.0,0.0,0.0,@CBSNews,"We are leaning new details this morning about a Philadelphia gorilla, who is famous for his human-like walk. Video… https://t.co/VSfr0RKlHU",52
0.0,Tue Mar 20 12:19:28 +0000 2018,1.0,0.0,0.0,@CBSNews,RT @CBSThisMorning: Law enforcement sources in Texas tell @CBSNews' @OmarVillafranca they are looking at some of the debris from the packag…,53
-0.0516,Tue Mar 20 12:18:51 +0000 2018,0.877,0.066,0.057,@CBSNews,An alarming number of young people say they've ridden in a car with an impaired driver. A new study shows one in th… https://t.co/xQ6OPQCXgJ,54
0.0,Tue Mar 20 12:12:30 +0000 2018,1.0,0.0,0.0,@CBSNews,President Trump is set to unveil new tariffs on China as soon as this week. @benstracy is in Beijing with more on h… https://t.co/PyQy3Od24c,55
-0.3818,Tue Mar 20 12:10:14 +0000 2018,0.615,0.246,0.139,@CBSNews,Pres. Trump says the Justice Department is drawing up harsher punishments for drug dealers and distributors behind… https://t.co/2Vn8jPl8zj,56
0.0,Tue Mar 20 12:10:01 +0000 2018,1.0,0.0,0.0,@CBSNews,"It's been 6 months since Hurricane Maria slammed into Puerto Rico. Today, less than 10% of the island remains witho… https://t.co/5tQCIBra8u",57
0.0,Tue Mar 20 12:08:23 +0000 2018,1.0,0.0,0.0,@CBSNews,This morning tens of millions of Americans are preparing for the fourth Nor’easter in less than four weeks. The new… https://t.co/TBiTWitmp9,58
0.0,Tue Mar 20 12:05:13 +0000 2018,1.0,0.0,0.0,@CBSNews,Federal investigators on the scene of another explosion in Texas say it may be connected to a series of bombings in… https://t.co/Ez2vbDvv1A,59
0.6808,Tue Mar 20 12:04:07 +0000 2018,0.763,0.0,0.237,@CBSNews,RT @CBSThisMorning: Relief in Puerto Rico is coming largely from volunteers like those from @AllHandsHearts where people dressed in purple…,60
0.0,Tue Mar 20 12:03:55 +0000 2018,1.0,0.0,0.0,@CBSNews,"RT @CBSThisMorning: The Santana sisters introduced us to their 90-year-old father. The day before we arrived, someone brought a solar panel…",61
0.0,Tue Mar 20 11:54:58 +0000 2018,1.0,0.0,0.0,@CBSNews,Here’s a look at this morning’s other headlines on @CBSThisMorning https://t.co/X5K5K9aXYw,62
-0.8428,Tue Mar 20 11:50:01 +0000 2018,0.607,0.393,0.0,@CBSNews,"Self-driving Uber involved in fatal accident may not have had time to stop, police say: https://t.co/raoXZzvofG https://t.co/vZmVCnwKTx",63
-0.6705,Tue Mar 20 11:43:33 +0000 2018,0.8,0.2,0.0,@CBSNews,Today marks exactly six months since Hurricane Maria slammed into Puerto Rico. The category 4 storm killed at least… https://t.co/DZYWNCEdjc,64
-0.6124,Tue Mar 20 11:38:21 +0000 2018,0.81,0.19,0.0,@CBSNews,"AHEAD on @CBSThisMorning: We return to Puerto Rico, exactly six months after Hurricane Maria devastated the island.… https://t.co/lIXhLgSiTU",65
-0.4404,Tue Mar 20 11:34:11 +0000 2018,0.854,0.146,0.0,@CBSNews,Facebook will hold a company-wide meeting today so employees can ask questions about the unfolding scandal with Cam… https://t.co/3CGnaKXXtq,66
0.0,Tue Mar 20 11:32:24 +0000 2018,1.0,0.0,0.0,@CBSNews,"Here are three things you should know this morning:
1?First lady tackles cyberbullying
2?Most restrictive abortion… https://t.co/B5JwVpoYqQ",67
0.5574,Tue Mar 20 11:30:45 +0000 2018,0.64,0.108,0.252,@CBSNews,"WATCH: Good Samaritans heroically flipped a burning car that had rolled over in a crash, and worked together to pul… https://t.co/QjazYPxfCr",68
0.4404,Tue Mar 20 11:21:32 +0000 2018,0.782,0.0,0.218,@CBSNews,"Facebook shares plunge as it face growing government scrutiny over data mining. Ahead, @nxthompson joins… https://t.co/4n0SFDuxDz",69
-0.3612,Tue Mar 20 11:16:06 +0000 2018,0.76,0.148,0.091,@CBSNews,Police in Bermuda are not ruling out foul play in the mysterious death of an American college student. The body of… https://t.co/Z4meaUHrfq,70
-0.5267,Tue Mar 20 11:13:34 +0000 2018,0.812,0.188,0.0,@CBSNews,Police say early indications show an Uber self-driving SUV may not have had time to stop or avoid hitting a pedestr… https://t.co/HjTDCmucxo,71
0.0772,Tue Mar 20 11:12:27 +0000 2018,0.717,0.116,0.167,@CBSNews,President Trump is reinforcing his legal team in the wake of new attacks on the special counsel leading the Russia… https://t.co/OqprRbvwN8,72
0.0,Tue Mar 20 11:11:37 +0000 2018,1.0,0.0,0.0,@CBSNews,".@CBSNewYork's @LonnieQuinnTV joins us with the upcoming weather forecast: 
https://t.co/huhs4GeTYm https://t.co/hBJY2mvzAP",73
0.0,Tue Mar 20 11:08:06 +0000 2018,1.0,0.0,0.0,@CBSNews,"On the first day of spring, tens of millions of people are bracing for the fourth nor'easter this month. In Alabama… https://t.co/GIacEe3n1s",74
-0.6808,Tue Mar 20 11:06:27 +0000 2018,0.752,0.248,0.0,@CBSNews,"Fire officials say a package bomb bound for Austin has exploded at a FedEx distribution center in Schertz, Texas, h… https://t.co/ggAZ173f3y",75
0.0,Tue Mar 20 11:05:16 +0000 2018,1.0,0.0,0.0,@CBSNews,"A new package explosion went off in Texas Tuesday morning, this time at a FedEx building in Schertz outside San Ant… https://t.co/7u7vycppl5",76
0.0,Tue Mar 20 10:52:29 +0000 2018,1.0,0.0,0.0,@CBSNews,COMING UP on @CBSThisMorning: @DavidBegnaud returns to Puerto Rico six months after Hurricane Maria. Learn why it's… https://t.co/kWYmRlgmm1,77
0.0,Tue Mar 20 10:46:42 +0000 2018,1.0,0.0,0.0,@CBSNews,A woman whose husband works in the FedEx facility told CBS affiliate @KENS5 that authorities are not letting anyone… https://t.co/jXyhTuYJ5K,78
0.0,Tue Mar 20 10:46:10 +0000 2018,1.0,0.0,0.0,@CBSNews,"RT @CBSThisMorning: Here's what we're working on this morning.

See you at 7 a.m. https://t.co/uON27HfHB6",79
-0.4939,Tue Mar 20 10:40:01 +0000 2018,0.842,0.158,0.0,@CBSNews,"Annual U.S.-South Korean military drills that infuriate North Korea will begin on April 1, the allies say… https://t.co/hSCQNk4MkX",80
0.0,Tue Mar 20 10:39:42 +0000 2018,1.0,0.0,0.0,@CBSNews,"ATF and FBI agents are at the scene of the FedEx facility in Schertz, Texas, analyzing the components of the explos… https://t.co/TfIKbtDfsL",81
0.0,Tue Mar 20 10:30:01 +0000 2018,1.0,0.0,0.0,@CBSNews,"AHEAD: @CBSThisMorning is on scene just outside of San Antonio, Texas, with the breaking news of a new package expl… https://t.co/Hie2YiKZ5X",82
0.0,Tue Mar 20 10:20:00 +0000 2018,0.526,0.237,0.237,@CBSNews,"Commentary: Yes, Republicans are in trouble https://t.co/hQlock9eTv https://t.co/wN5GMNcXin",83
-0.6597,Tue Mar 20 10:03:04 +0000 2018,0.761,0.239,0.0,@CBSNews,"Thomas Phelan, firefighter who evacuated hundreds on 9/11, dies of cancer at 45 https://t.co/lnhn5r22it https://t.co/WKx00bYikK",84
0.0,Tue Mar 20 10:03:01 +0000 2018,1.0,0.0,0.0,@CBSNews,"""More than possible"" package that blew up at FedEx building near San Antonio is linked to recent Austin bombings, F… https://t.co/AdXVaE457S",85
0.0,Tue Mar 20 09:54:04 +0000 2018,1.0,0.0,0.0,@CBSNews,Package meant for Austin blows up at FedEx building near San Antonio https://t.co/9np3Rr6oQz https://t.co/An0NTT8kWL,86
-0.5267,Tue Mar 20 09:48:03 +0000 2018,0.764,0.236,0.0,@CBSNews,"""He's one step ahead"": Officials frustrated after latest Austin explosion https://t.co/o5yDZPvZxS https://t.co/dzHpyly5v7",87
-0.3818,Tue Mar 20 09:36:33 +0000 2018,0.833,0.167,0.0,@CBSNews,"Kids with severe head injuries may develop ADHD later on, study finds https://t.co/4QgYUeh6bI https://t.co/vIihzl2gng",88
-0.3818,Tue Mar 20 09:28:06 +0000 2018,0.776,0.224,0.0,@CBSNews,"Tornadoes, severe storms tear through parts of Southeast https://t.co/xU0bm7cpQZ https://t.co/n46YDdcHgL",89
0.0,Tue Mar 20 09:18:06 +0000 2018,1.0,0.0,0.0,@CBSNews,Facebook hires firm to conduct forensic audit of Cambridge Analytica data https://t.co/Rzqk6CFlV6 https://t.co/jBFbzuI0qO,90
0.0,Tue Mar 20 09:10:05 +0000 2018,1.0,0.0,0.0,@CBSNews,Report: Ex-French president Sarkozy in custody as part of campaign funding probe https://t.co/aUJAjZyR3Q https://t.co/nclJham06M,91
0.0,Tue Mar 20 09:03:03 +0000 2018,1.0,0.0,0.0,@CBSNews,"Dr. Mark Hyman answers the question: ""Food: What the Heck Should I Eat?"" https://t.co/MdqGWJFDm3 https://t.co/w5EgdrLe2I",92
-0.3612,Tue Mar 20 08:48:03 +0000 2018,0.481,0.326,0.193,@CBSNews,Supreme Court rejects GOP attempt to block Pennsylvania district map https://t.co/Jf0XB34YE9 https://t.co/K9rrRj8g0u,93
-0.5994,Tue Mar 20 08:33:06 +0000 2018,0.782,0.218,0.0,@CBSNews,"Girl shot to death by younger brother over video game controller, sheriff says https://t.co/WPSj3OAQ17 https://t.co/h61iR8Ll8R",94
0.25,Tue Mar 20 08:18:07 +0000 2018,0.75,0.0,0.25,@CBSNews,Walmart and Amazon want to get into your house https://t.co/S4Xmh9qzy7 https://t.co/E7SWaOyYpr,95
-0.4404,Tue Mar 20 08:03:04 +0000 2018,0.606,0.255,0.139,@CBSNews,"Expert: ""Dramatic"" increase in child abuse cases in southeast Alaska https://t.co/OKQucTgMoL https://t.co/zszTHdcMAm",96
-0.296,Tue Mar 20 07:48:03 +0000 2018,0.82,0.18,0.0,@CBSNews,Missing 2-year-old Colorado boy dies hours after being found https://t.co/0yHEEYKOy3 https://t.co/sgNTfX2Yzq,97
0.0,Tue Mar 20 07:33:03 +0000 2018,1.0,0.0,0.0,@CBSNews,Pres. Trump focuses on law enforcement side of opioid rollout https://t.co/CUkkAUcppC https://t.co/EEIBIZNbp3,98
-0.6705,Tue Mar 20 07:18:06 +0000 2018,0.71,0.29,0.0,@CBSNews,"Pedestrian killed by self-driving Uber car in Arizona, police say https://t.co/7Z0YbQD3G0 https://t.co/xtPpJT2xox",99
0.0,Tue Mar 20 07:16:06 +0000 2018,1.0,0.0,0.0,@CBSNews,"World's last male northern white rhino, named Sudan, dies https://t.co/PP3rlFsKzu https://t.co/HuAqezf75T",100
0.0,Tue Mar 20 19:00:15 +0000 2018,1.0,0.0,0.0,@CNN,"""Black Panther"" is the the most-tweeted about movie of all time, Twitter says https://t.co/3BqCoaCuHI https://t.co/ZAZSYeWIEC",1
-0.5994,Tue Mar 20 18:55:04 +0000 2018,0.843,0.157,0.0,@CNN,Wreckage from the USS Juneau -- a World War II cruiser sunk by a Japanese torpedo in 1942 -- has been discovered by… https://t.co/wn8aLW7516,2
0.4767,Tue Mar 20 18:50:04 +0000 2018,0.838,0.0,0.162,@CNN,The Senate Intelligence Committee has released a bipartisan list of recommendations to states and the federal gover… https://t.co/BiogMj6zO5,3
0.0,Tue Mar 20 18:45:07 +0000 2018,1.0,0.0,0.0,@CNN,Why your next work meeting could be outside https://t.co/kgrjuJ8dbB https://t.co/oglkMUaf2W,4
0.0,Tue Mar 20 18:40:09 +0000 2018,1.0,0.0,0.0,@CNN,Kids 50 years ago almost never drew scientists as women. Now they do almost a third of the time.… https://t.co/VwkKnfj2Oo,5
-0.3818,Tue Mar 20 18:36:58 +0000 2018,0.902,0.098,0.0,@CNN,RT @CNNweather: How about this for the first day of #Spring. The fourth nor'easter in three weeks has the possibility to dump more snow on…,6
0.0,Tue Mar 20 18:35:08 +0000 2018,1.0,0.0,0.0,@CNN,"Secretary Ben Carson detailed his wife's involvement in picking out a dining room set for his office, saying that s… https://t.co/efx94WEVUy",7
-0.4939,Tue Mar 20 18:30:14 +0000 2018,0.802,0.198,0.0,@CNN,"I tweeted about diversity and got hammered by haters, @djrothkopf writes for @CNNopinion https://t.co/OUn6nmGOSo https://t.co/AVQJAm4tvB",8
0.624,Tue Mar 20 18:25:04 +0000 2018,0.769,0.0,0.231,@CNN,"Amazon just passed Alphabet, the owner of Google, to become the second most valuable company in the US… https://t.co/mrzbRTTuwF",9
0.0,Tue Mar 20 18:20:10 +0000 2018,1.0,0.0,0.0,@CNN,Prince Harry and Meghan Markle reveal who will make the cake for their May 19 wedding. Pastry chef Claire Ptak will… https://t.co/kzhlEfqFiD,10
-0.594,Tue Mar 20 18:12:14 +0000 2018,0.732,0.205,0.064,@CNN,"RT @CNNPolitics: Sanders on Trump's tweets criticizing Mueller: ""We have not been shy about the fact that there is frustration of this proc…",11
0.5859,Tue Mar 20 18:10:54 +0000 2018,0.817,0.0,0.183,@CNN,Sen. John McCain slams President Trump for congratulating Russian President Vladimir Putin on his election win: “An… https://t.co/1fgyNMlaEw,12
-0.296,Tue Mar 20 18:05:52 +0000 2018,0.909,0.091,0.0,@CNN,"RT @CNNPolitics: White House press secretary Sarah Sanders says ""there are no specific plans made at this time"" for President Trump to meet…",13
-0.2732,Tue Mar 20 18:00:10 +0000 2018,0.9,0.1,0.0,@CNN,A former Playboy model who allegedly had a nine-month affair with Donald Trump is suing to be released from an agre… https://t.co/t6Qj8Ifiik,14
0.0,Tue Mar 20 17:56:05 +0000 2018,1.0,0.0,0.0,@CNN,"White House press secretary Sarah Sanders is holding a press briefing.

Follow live updates:… https://t.co/xKKp32JIQS",15
0.5574,Tue Mar 20 17:50:06 +0000 2018,0.723,0.0,0.277,@CNN,Donald Trump is done playing nice with Bob Mueller | Analysis by @CillizzaCNN https://t.co/fWTuChI6rG https://t.co/jBQ2qUMvD1,16
-0.1027,Tue Mar 20 17:40:51 +0000 2018,0.736,0.14,0.124,@CNN,The world's last male northern white rhino has died leaving only two females left to save the subspecies from extin… https://t.co/a89i3Tc3Am,17
-0.4019,Tue Mar 20 17:36:47 +0000 2018,0.863,0.137,0.0,@CNN,Republican Gov. Larry Hogan following the shooting at a Maryland high school that injured two students: “It’s tragi… https://t.co/FcThdax1xR,18
0.0,Tue Mar 20 17:30:07 +0000 2018,1.0,0.0,0.0,@CNN,Conservation groups sue to overturn the Trump administration's trophy hunting decision https://t.co/TrWv2rEaxF https://t.co/dZu9mPtjHb,19
0.0,Tue Mar 20 17:20:06 +0000 2018,1.0,0.0,0.0,@CNN,"Within minutes of news of yet another school shooting, survivors of last month's massacre at a high school in Parkl… https://t.co/5iSFYxSJ7A",20
0.4215,Tue Mar 20 17:10:08 +0000 2018,0.833,0.0,0.167,@CNN,United Airlines says it is suspending a program that transports pets in cargo holds https://t.co/Fbamn4NEIp https://t.co/R19QomWoRf,21
0.5598,Tue Mar 20 17:00:10 +0000 2018,0.847,0.0,0.153,@CNN,"Michelle Obama is so popular she needed more space. The painting of the former first lady, unveiled at the Smithson… https://t.co/MVW21uSZx2",22
-0.3612,Tue Mar 20 17:00:08 +0000 2018,0.857,0.143,0.0,@CNN,The National Rifle Association is criticizing Florida's Republican House Speaker Richard Corcoran for his comments… https://t.co/1tYOw2EkR3,23
0.5267,Tue Mar 20 16:54:35 +0000 2018,0.825,0.0,0.175,@CNN,President Trump says he congratulated Vladimir Putin on winning the Russian presidential election. Trump also spoke… https://t.co/U6o1ceKRp3,24
0.296,Tue Mar 20 16:50:13 +0000 2018,0.905,0.0,0.095,@CNN,Facebook's stock is sliding for the second day in a row. Shares fell another 5% Tuesday on the heels of the company… https://t.co/JfWDwvn2fe,25
0.0,Tue Mar 20 16:40:08 +0000 2018,1.0,0.0,0.0,@CNN,Ohio might soon have an official state dog. 12 other states already do: https://t.co/qGUIsaFzjt https://t.co/i572sStWij,26
-0.5956,Tue Mar 20 16:34:14 +0000 2018,0.823,0.177,0.0,@CNN,"President Trump: “The bombings in Austin are terrible… This is obviously a very, very sick individual or maybe indi… https://t.co/tGYi0x7G2C",27
0.1779,Tue Mar 20 16:29:17 +0000 2018,0.876,0.0,0.124,@CNN,Amazon CEO Jeff Bezos took a robot dog named SpotMini for a walk https://t.co/5gPk9Mg8l2 https://t.co/E4SCrpVtQn,28
-0.0572,Tue Mar 20 16:23:02 +0000 2018,0.788,0.111,0.1,@CNN,"House Speaker Paul Ryan says he received ""assurances"" that President Trump is not considering firing special counse… https://t.co/AxtE5K2URe",29
0.5267,Tue Mar 20 16:10:09 +0000 2018,0.815,0.0,0.185,@CNN,President Trump congratulated Russia President Vladimir Putin on winning the Russian presidential election in a tel… https://t.co/OvLi4xk6AT,30
0.0,Tue Mar 20 16:00:08 +0000 2018,1.0,0.0,0.0,@CNN,CNN's @JakeTapper will interview former FBI Director James @Comey on April 19 https://t.co/8cPVW1mzfK https://t.co/L3ouls0rnK,31
0.0,Tue Mar 20 15:52:08 +0000 2018,1.0,0.0,0.0,@CNN,"K-pop group Red Velvet will be part of a group of South Korean pop stars who will be performing in Pyongyang, North… https://t.co/cWIpgYpowK",32
-0.4019,Tue Mar 20 15:41:19 +0000 2018,0.863,0.137,0.0,@CNN,Sheriff: Two students were injured during the shooting at a Maryland high school Tuesday morning just before classe… https://t.co/OBgR6SUZWq,33
0.0,Tue Mar 20 15:30:07 +0000 2018,1.0,0.0,0.0,@CNN,96-year-old style icon Iris Apfel has become the oldest person ever to be immortalized as a Barbie doll… https://t.co/eXRHiRNKzC,34
0.0,Tue Mar 20 15:29:39 +0000 2018,1.0,0.0,0.0,@CNN,"Officials in Maryland are holding a briefing on the shooting at a high school there earlier this morning.

Watch:… https://t.co/nQzePg5pH7",35
0.0,Tue Mar 20 15:18:24 +0000 2018,1.0,0.0,0.0,@CNN,"Police chief: A package exploded while traveling along an automated conveyor belt at the Schertz, Texas, FedEx faci… https://t.co/MiztO7K2Tc",36
0.0,Tue Mar 20 15:11:58 +0000 2018,1.0,0.0,0.0,@CNN,"Officials are holding a briefing following an explosion this morning at a FedEx facility near San Antonio.

Follow… https://t.co/zWpHuePVyO",37
-0.5423,Tue Mar 20 14:57:55 +0000 2018,0.857,0.143,0.0,@CNN,Tens of millions of people in some of the world's poorest areas could be displaced by climate change in just a few… https://t.co/4VdsGJUKO3,38
0.7579,Tue Mar 20 14:43:52 +0000 2018,0.609,0.097,0.294,@CNN,"At least 3 people are injured after the shooting this morning at Great Mills High School in Great Mills, Maryland,… https://t.co/kFiLlST9Iy",39
0.0,Tue Mar 20 14:30:20 +0000 2018,1.0,0.0,0.0,@CNN,Your personal information is Facebook's currency. It's bought and sold every day. https://t.co/oRq26svDwq,40
-0.7366,Tue Mar 20 14:20:09 +0000 2018,0.707,0.293,0.0,@CNN,"President Trump's opioid plan to kill drug dealers is about vengeance, not solutions, @fordvox writes for… https://t.co/I0MD7e2zSB",41
0.0,Tue Mar 20 14:10:13 +0000 2018,1.0,0.0,0.0,@CNN,"There has been, on average, 1 school shooting every week this year https://t.co/TFkgODHjDU https://t.co/7IK0NtPsKM",42
-0.4939,Tue Mar 20 14:00:06 +0000 2018,0.856,0.144,0.0,@CNN,"""We swipe left on your attempted scare tactics"": Female-friendly dating app Bumble took out a full-page ad in the N… https://t.co/vSfrhdNOEM",43
-0.3612,Tue Mar 20 13:54:35 +0000 2018,0.878,0.122,0.0,@CNN,"JUST IN: Police in Austin, Texas, are responding to a suspicious package at another FedEx facility.

A package at a… https://t.co/vXcO9lzCIQ",44
-0.6249,Tue Mar 20 13:40:06 +0000 2018,0.728,0.272,0.0,@CNN,This is how lawmakers plan to end the opioid crisis https://t.co/RqCTL6Eiue https://t.co/Ds0C57hAMl,45
0.0,Tue Mar 20 13:30:30 +0000 2018,1.0,0.0,0.0,@CNN,Former Cambridge Analytica contractor Christopher Wylie tells CNN’s @donlemon that he helped build a “psychological… https://t.co/mlsw9O6OY4,46
0.8481,Tue Mar 20 13:14:24 +0000 2018,0.687,0.0,0.313,@CNN,"Here’s a look from the scene outside Great Mills High School in Great Mills, Maryland, which is currently on lockdo… https://t.co/HqZMB7Gxd9",47
0.6249,Tue Mar 20 13:07:20 +0000 2018,0.823,0.0,0.177,@CNN,"Agents with the FBI and ATF are responding to the reported shooting at a high school in Great Mills, Maryland… https://t.co/i1vl1AHwUU",48
0.0,Tue Mar 20 12:51:57 +0000 2018,1.0,0.0,0.0,@CNN,"The school is on lock down, according to the school district, and the incident has been contained.

Follow for upda… https://t.co/M0I07ONc4n",49
0.8481,Tue Mar 20 12:43:12 +0000 2018,0.687,0.0,0.313,@CNN,BREAKING: St. Mary’s County Public Schools says there has been a shooting at Great Mills High School in Great Mills… https://t.co/n1lLVTSzGv,50
0.0,Tue Mar 20 12:40:06 +0000 2018,1.0,0.0,0.0,@CNN,Delta Airlines misrouted an Idaho man's 8-week-old puppy on a cross-country trip -- landing in Las Vegas and Salt L… https://t.co/zWB4sbm1iG,51
-0.4767,Tue Mar 20 12:30:03 +0000 2018,0.86,0.14,0.0,@CNN,The younger brother of the Parkland gunman was arrested Monday for trespassing on the campus of Marjory Stoneman Do… https://t.co/4EvL7EBc6E,52
0.0,Tue Mar 20 12:20:12 +0000 2018,1.0,0.0,0.0,@CNN,Robert Mueller has Donald Trump in a box. | Analysis by @StCollinson https://t.co/EenPN3xyq7 https://t.co/47ImR1v3zj,53
